,step,acc,seq_length,seed,model
65,650,0.69140625,41,42,LSTM
66,660,0.671875,41,42,LSTM
67,670,0.671875,41,42,LSTM
68,680,0.6796875,41,42,LSTM
69,690,0.71875,41,42,LSTM
70,700,0.734375,41,42,LSTM
71,710,0.65234375,41,42,LSTM
72,720,0.671875,41,42,LSTM
73,730,0.72265625,41,42,LSTM
74,740,0.65625,41,42,LSTM
75,750,0.59765625,41,42,LSTM
76,760,0.69140625,41,42,LSTM
77,770,0.69921875,41,42,LSTM
78,780,0.65234375,41,42,LSTM
79,790,0.6640625,41,42,LSTM
80,800,0.70703125,41,42,LSTM
81,810,0.71875,41,42,LSTM
82,820,0.69921875,41,42,LSTM
83,830,0.7109375,41,42,LSTM
84,840,0.68359375,41,42,LSTM
85,850,0.67578125,41,42,LSTM
86,860,0.6953125,41,42,LSTM
87,870,0.6640625,41,42,LSTM
88,880,0.7265625,41,42,LSTM
89,890,0.6796875,41,42,LSTM
90,900,0.7109375,41,42,LSTM
91,910,0.7265625,41,42,LSTM
92,920,0.71875,41,42,LSTM
93,930,0.7109375,41,42,LSTM
94,940,0.78125,41,42,LSTM
95,950,0.66015625,41,42,LSTM
96,960,0.65625,41,42,LSTM
97,970,0.73046875,41,42,LSTM
98,980,0.6875,41,42,LSTM
99,990,0.75390625,41,42,LSTM
100,1000,0.765625,41,42,LSTM
101,1010,0.6796875,41,42,LSTM
102,1020,0.703125,41,42,LSTM
103,1030,0.76171875,41,42,LSTM
104,1040,0.80859375,41,42,LSTM
105,1050,0.8046875,41,42,LSTM
106,1060,0.83984375,41,42,LSTM
107,1070,0.71875,41,42,LSTM
108,1080,0.73828125,41,42,LSTM
109,1090,0.74609375,41,42,LSTM
110,1100,0.83203125,41,42,LSTM
111,1110,0.79296875,41,42,LSTM
112,1120,0.82421875,41,42,LSTM
113,1130,0.859375,41,42,LSTM
114,1140,0.8671875,41,42,LSTM
115,1150,0.890625,41,42,LSTM
116,1160,0.81640625,41,42,LSTM
117,1170,0.8515625,41,42,LSTM
118,1180,0.86328125,41,42,LSTM
119,1190,0.78125,41,42,LSTM
120,1200,0.82421875,41,42,LSTM
121,1210,0.83203125,41,42,LSTM
122,1220,0.83203125,41,42,LSTM
123,1230,0.88671875,41,42,LSTM
124,1240,0.91015625,41,42,LSTM
125,1250,0.87109375,41,42,LSTM
126,1260,0.88671875,41,42,LSTM
127,1270,0.875,41,42,LSTM
128,1280,0.796875,41,42,LSTM
129,1290,0.78515625,41,42,LSTM
130,1300,0.93359375,41,42,LSTM
131,1310,0.90625,41,42,LSTM
132,1320,0.8984375,41,42,LSTM
133,1330,0.875,41,42,LSTM
134,1340,0.87109375,41,42,LSTM
135,1350,0.8671875,41,42,LSTM
136,1360,0.9375,41,42,LSTM
137,1370,0.89453125,41,42,LSTM
138,1380,0.88671875,41,42,LSTM
139,1390,0.90234375,41,42,LSTM
140,1400,0.9296875,41,42,LSTM
141,1410,0.9375,41,42,LSTM
142,1420,0.9296875,41,42,LSTM
143,1430,0.90234375,41,42,LSTM
144,1440,0.91015625,41,42,LSTM
145,1450,0.9296875,41,42,LSTM
146,1460,0.89453125,41,42,LSTM
147,1470,0.90234375,41,42,LSTM
148,1480,0.83203125,41,42,LSTM
149,1490,0.9375,41,42,LSTM
150,1500,0.91015625,41,42,LSTM
151,1510,0.921875,41,42,LSTM
152,1520,0.8984375,41,42,LSTM
153,1530,0.9453125,41,42,LSTM
154,1540,0.875,41,42,LSTM
155,1550,0.9296875,41,42,LSTM
156,1560,0.89453125,41,42,LSTM
157,1570,0.7890625,41,42,LSTM
158,1580,0.95703125,41,42,LSTM
159,1590,0.9140625,41,42,LSTM
160,1600,0.76953125,41,42,LSTM
161,1610,0.87109375,41,42,LSTM
162,1620,0.921875,41,42,LSTM
163,1630,0.9296875,41,42,LSTM
164,1640,0.93359375,41,42,LSTM
165,1650,0.97265625,41,42,LSTM
166,1660,0.953125,41,42,LSTM
167,1670,0.9609375,41,42,LSTM
168,1680,0.82421875,41,42,LSTM
169,1690,0.94140625,41,42,LSTM
170,1700,0.94921875,41,42,LSTM
171,1710,0.953125,41,42,LSTM
172,1720,0.9609375,41,42,LSTM
173,1730,0.953125,41,42,LSTM
174,1740,0.95703125,41,42,LSTM
175,1750,0.90234375,41,42,LSTM
176,1760,0.8515625,41,42,LSTM
177,1770,0.9296875,41,42,LSTM
178,1780,0.84375,41,42,LSTM
179,1790,0.80859375,41,42,LSTM
180,1800,0.9375,41,42,LSTM
181,1810,0.92578125,41,42,LSTM
182,1820,0.9140625,41,42,LSTM
183,1830,0.9453125,41,42,LSTM
184,1840,0.94140625,41,42,LSTM
185,1850,0.94921875,41,42,LSTM
186,1860,0.9375,41,42,LSTM
187,1870,0.94921875,41,42,LSTM
188,1880,0.953125,41,42,LSTM
189,1890,0.9765625,41,42,LSTM
190,1900,0.94140625,41,42,LSTM
191,1910,0.95703125,41,42,LSTM
192,1920,0.921875,41,42,LSTM
193,1930,0.94921875,41,42,LSTM
194,1940,0.94140625,41,42,LSTM
195,1950,0.94140625,41,42,LSTM
196,1960,0.95703125,41,42,LSTM
197,1970,0.9609375,41,42,LSTM
198,1980,0.97265625,41,42,LSTM
199,1990,0.94140625,41,42,LSTM
200,2000,0.921875,41,42,LSTM
201,2010,0.9453125,41,42,LSTM
202,2020,0.96875,41,42,LSTM
203,2030,0.9375,41,42,LSTM
204,2040,0.98828125,41,42,LSTM
205,2050,0.97265625,41,42,LSTM
206,2060,0.96875,41,42,LSTM
207,2070,0.95703125,41,42,LSTM
208,2080,0.96484375,41,42,LSTM
209,2090,0.96875,41,42,LSTM
210,2100,0.94921875,41,42,LSTM
211,2110,0.9921875,41,42,LSTM
212,2120,0.96484375,41,42,LSTM
213,2130,0.98828125,41,42,LSTM
214,2140,0.95703125,41,42,LSTM
215,2150,0.953125,41,42,LSTM
216,2160,0.96875,41,42,LSTM
217,2170,0.96875,41,42,LSTM
218,2180,0.96875,41,42,LSTM
219,2190,0.94140625,41,42,LSTM
220,2200,0.94140625,41,42,LSTM
221,2210,0.953125,41,42,LSTM
222,2220,0.9375,41,42,LSTM
223,2230,0.96875,41,42,LSTM
224,2240,0.96875,41,42,LSTM
225,2250,0.984375,41,42,LSTM
226,2260,0.96875,41,42,LSTM
227,2270,0.9453125,41,42,LSTM
228,2280,0.9921875,41,42,LSTM
229,2290,0.97265625,41,42,LSTM
230,2300,0.95703125,41,42,LSTM
231,2310,0.95703125,41,42,LSTM
232,2320,0.9921875,41,42,LSTM
233,2330,0.9609375,41,42,LSTM
234,2340,0.9765625,41,42,LSTM
235,2350,0.9296875,41,42,LSTM
236,2360,0.98046875,41,42,LSTM
237,2370,0.9140625,41,42,LSTM
238,2380,0.98046875,41,42,LSTM
239,2390,0.98046875,41,42,LSTM
240,2400,1.0,41,42,LSTM
241,2410,0.9921875,41,42,LSTM
242,2420,0.98828125,41,42,LSTM
243,2430,0.9921875,41,42,LSTM
244,2440,0.953125,41,42,LSTM
245,2450,0.98046875,41,42,LSTM
246,2460,0.9921875,41,42,LSTM
247,2470,0.98828125,41,42,LSTM
248,2480,0.984375,41,42,LSTM
249,2490,0.98828125,41,42,LSTM
250,2500,0.9296875,41,42,LSTM
251,2510,0.99609375,41,42,LSTM
252,2520,0.98046875,41,42,LSTM
253,2530,0.98828125,41,42,LSTM
254,2540,0.88671875,41,42,LSTM
255,2550,0.96875,41,42,LSTM
256,2560,0.984375,41,42,LSTM
257,2570,0.984375,41,42,LSTM
258,2580,0.98828125,41,42,LSTM
259,2590,0.984375,41,42,LSTM
260,2600,0.9921875,41,42,LSTM
261,2610,0.9921875,41,42,LSTM
262,2620,0.99609375,41,42,LSTM
263,2630,0.9921875,41,42,LSTM
264,2640,0.99609375,41,42,LSTM
265,2650,0.99609375,41,42,LSTM
266,2660,0.99609375,41,42,LSTM
267,2670,0.99609375,41,42,LSTM
268,2680,1.0,41,42,LSTM
269,2690,0.9921875,41,42,LSTM
270,2700,0.99609375,41,42,LSTM
271,2710,0.99609375,41,42,LSTM
272,2720,0.98828125,41,42,LSTM
273,2730,0.98828125,41,42,LSTM
274,2740,0.94921875,41,42,LSTM
275,2750,0.99609375,41,42,LSTM
276,2760,0.9453125,41,42,LSTM
277,2770,0.99609375,41,42,LSTM
278,2780,0.98046875,41,42,LSTM
279,2790,0.98046875,41,42,LSTM
280,2800,0.98828125,41,42,LSTM
281,2810,0.97265625,41,42,LSTM
282,2820,0.9921875,41,42,LSTM
283,2830,0.9921875,41,42,LSTM
284,2840,0.99609375,41,42,LSTM
285,2850,0.9921875,41,42,LSTM
286,2860,0.9375,41,42,LSTM
287,2870,0.9140625,41,42,LSTM
288,2880,0.93359375,41,42,LSTM
289,2890,0.984375,41,42,LSTM
290,2900,0.9765625,41,42,LSTM
291,2910,0.96484375,41,42,LSTM
292,2920,0.95703125,41,42,LSTM
293,2930,0.9921875,41,42,LSTM
294,2940,0.984375,41,42,LSTM
295,2950,0.99609375,41,42,LSTM
296,2960,0.99609375,41,42,LSTM
297,2970,0.99609375,41,42,LSTM
298,2980,0.953125,41,42,LSTM
299,2990,0.98046875,41,42,LSTM
300,3000,0.9921875,41,42,LSTM
