,step,loss,seq_length,seed,model
0,0,1.1252893209457397,81,1337,peepLSTM
1,10,0.7294005155563354,81,1337,peepLSTM
2,20,0.7063809037208557,81,1337,peepLSTM
3,30,0.6504638195037842,81,1337,peepLSTM
4,40,0.6493663787841797,81,1337,peepLSTM
5,50,0.6719669699668884,81,1337,peepLSTM
6,60,0.6949093341827393,81,1337,peepLSTM
7,70,0.6502058506011963,81,1337,peepLSTM
8,80,0.6574726104736328,81,1337,peepLSTM
9,90,0.6083449125289917,81,1337,peepLSTM
10,100,0.6382729411125183,81,1337,peepLSTM
11,110,0.6563025712966919,81,1337,peepLSTM
12,120,0.6305797100067139,81,1337,peepLSTM
13,130,0.6364392638206482,81,1337,peepLSTM
14,140,0.6489248871803284,81,1337,peepLSTM
15,150,0.6268920302391052,81,1337,peepLSTM
16,160,0.6504079699516296,81,1337,peepLSTM
17,170,0.5877916812896729,81,1337,peepLSTM
18,180,0.6393288373947144,81,1337,peepLSTM
19,190,0.6152971982955933,81,1337,peepLSTM
20,200,0.6132088303565979,81,1337,peepLSTM
21,210,0.6237182021141052,81,1337,peepLSTM
22,220,0.6345286965370178,81,1337,peepLSTM
23,230,0.635136067867279,81,1337,peepLSTM
24,240,0.6628772020339966,81,1337,peepLSTM
25,250,0.6058478355407715,81,1337,peepLSTM
26,260,0.584854006767273,81,1337,peepLSTM
27,270,0.6150093674659729,81,1337,peepLSTM
28,280,0.6469611525535583,81,1337,peepLSTM
29,290,0.6010585427284241,81,1337,peepLSTM
30,300,0.5897391438484192,81,1337,peepLSTM
31,310,0.649616539478302,81,1337,peepLSTM
32,320,0.6455482840538025,81,1337,peepLSTM
33,330,0.6143979430198669,81,1337,peepLSTM
34,340,0.6504566669464111,81,1337,peepLSTM
35,350,0.6313324570655823,81,1337,peepLSTM
36,360,0.6396999359130859,81,1337,peepLSTM
37,370,0.5985778570175171,81,1337,peepLSTM
38,380,0.6154698729515076,81,1337,peepLSTM
39,390,0.5919004678726196,81,1337,peepLSTM
40,400,0.6487810015678406,81,1337,peepLSTM
41,410,0.5927232503890991,81,1337,peepLSTM
42,420,0.6690575480461121,81,1337,peepLSTM
43,430,0.6063966155052185,81,1337,peepLSTM
44,440,0.594715416431427,81,1337,peepLSTM
45,450,0.6236856579780579,81,1337,peepLSTM
46,460,0.5992920994758606,81,1337,peepLSTM
47,470,0.5929824709892273,81,1337,peepLSTM
48,480,0.615407407283783,81,1337,peepLSTM
49,490,0.6398626565933228,81,1337,peepLSTM
50,500,0.5908451080322266,81,1337,peepLSTM
51,510,0.6217306852340698,81,1337,peepLSTM
52,520,0.6539669632911682,81,1337,peepLSTM
53,530,0.6121231317520142,81,1337,peepLSTM
54,540,0.6161597371101379,81,1337,peepLSTM
55,550,0.6385481953620911,81,1337,peepLSTM
56,560,0.6053745746612549,81,1337,peepLSTM
57,570,0.5918372273445129,81,1337,peepLSTM
58,580,0.63184654712677,81,1337,peepLSTM
59,590,0.6095467805862427,81,1337,peepLSTM
60,600,0.6374787092208862,81,1337,peepLSTM
61,610,0.6022078394889832,81,1337,peepLSTM
62,620,0.6607154011726379,81,1337,peepLSTM
63,630,0.6020843982696533,81,1337,peepLSTM
64,640,0.6038174629211426,81,1337,peepLSTM
65,650,0.6378303170204163,81,1337,peepLSTM
66,660,0.6345233917236328,81,1337,peepLSTM
67,670,0.6105289459228516,81,1337,peepLSTM
68,680,0.6275623440742493,81,1337,peepLSTM
69,690,0.6420818567276001,81,1337,peepLSTM
70,700,0.5945969820022583,81,1337,peepLSTM
71,710,0.6071619987487793,81,1337,peepLSTM
72,720,0.6074680685997009,81,1337,peepLSTM
73,730,0.6260120868682861,81,1337,peepLSTM
74,740,0.6290224194526672,81,1337,peepLSTM
75,750,0.6288584470748901,81,1337,peepLSTM
76,760,0.6391310691833496,81,1337,peepLSTM
77,770,0.6307365298271179,81,1337,peepLSTM
78,780,0.627562940120697,81,1337,peepLSTM
79,790,0.655119001865387,81,1337,peepLSTM
80,800,0.6042211055755615,81,1337,peepLSTM
81,810,0.6177481412887573,81,1337,peepLSTM
82,820,0.6134281158447266,81,1337,peepLSTM
83,830,0.6171531677246094,81,1337,peepLSTM
84,840,0.6224255561828613,81,1337,peepLSTM
85,850,0.5744749307632446,81,1337,peepLSTM
86,860,0.6046380400657654,81,1337,peepLSTM
87,870,0.5984389781951904,81,1337,peepLSTM
