,step,acc,seq_length,seed,model
118,1180,0.66015625,81,1337,peepLSTM
119,1190,0.625,81,1337,peepLSTM
120,1200,0.71484375,81,1337,peepLSTM
121,1210,0.78125,81,1337,peepLSTM
122,1220,0.7578125,81,1337,peepLSTM
123,1230,0.69921875,81,1337,peepLSTM
124,1240,0.80078125,81,1337,peepLSTM
125,1250,0.72265625,81,1337,peepLSTM
126,1260,0.79296875,81,1337,peepLSTM
127,1270,0.6796875,81,1337,peepLSTM
128,1280,0.77734375,81,1337,peepLSTM
129,1290,0.8046875,81,1337,peepLSTM
130,1300,0.7109375,81,1337,peepLSTM
131,1310,0.67578125,81,1337,peepLSTM
132,1320,0.64453125,81,1337,peepLSTM
133,1330,0.70703125,81,1337,peepLSTM
134,1340,0.609375,81,1337,peepLSTM
135,1350,0.6953125,81,1337,peepLSTM
136,1360,0.72265625,81,1337,peepLSTM
137,1370,0.671875,81,1337,peepLSTM
138,1380,0.828125,81,1337,peepLSTM
139,1390,0.75,81,1337,peepLSTM
140,1400,0.6953125,81,1337,peepLSTM
141,1410,0.84765625,81,1337,peepLSTM
142,1420,0.79296875,81,1337,peepLSTM
143,1430,0.6640625,81,1337,peepLSTM
144,1440,0.75390625,81,1337,peepLSTM
145,1450,0.703125,81,1337,peepLSTM
146,1460,0.73828125,81,1337,peepLSTM
147,1470,0.78125,81,1337,peepLSTM
148,1480,0.7109375,81,1337,peepLSTM
149,1490,0.80859375,81,1337,peepLSTM
150,1500,0.71484375,81,1337,peepLSTM
151,1510,0.70703125,81,1337,peepLSTM
152,1520,0.73046875,81,1337,peepLSTM
153,1530,0.7578125,81,1337,peepLSTM
154,1540,0.66796875,81,1337,peepLSTM
155,1550,0.82421875,81,1337,peepLSTM
156,1560,0.7734375,81,1337,peepLSTM
157,1570,0.828125,81,1337,peepLSTM
158,1580,0.6875,81,1337,peepLSTM
159,1590,0.7734375,81,1337,peepLSTM
160,1600,0.703125,81,1337,peepLSTM
161,1610,0.55859375,81,1337,peepLSTM
162,1620,0.83984375,81,1337,peepLSTM
163,1630,0.74609375,81,1337,peepLSTM
164,1640,0.6640625,81,1337,peepLSTM
165,1650,0.8828125,81,1337,peepLSTM
166,1660,0.75390625,81,1337,peepLSTM
167,1670,0.7578125,81,1337,peepLSTM
168,1680,0.87890625,81,1337,peepLSTM
169,1690,0.81640625,81,1337,peepLSTM
170,1700,0.75,81,1337,peepLSTM
171,1710,0.77734375,81,1337,peepLSTM
172,1720,0.78125,81,1337,peepLSTM
173,1730,0.71484375,81,1337,peepLSTM
174,1740,0.78515625,81,1337,peepLSTM
175,1750,0.84375,81,1337,peepLSTM
176,1760,0.76953125,81,1337,peepLSTM
177,1770,0.828125,81,1337,peepLSTM
178,1780,0.8515625,81,1337,peepLSTM
179,1790,0.87109375,81,1337,peepLSTM
180,1800,0.71875,81,1337,peepLSTM
181,1810,0.85546875,81,1337,peepLSTM
182,1820,0.7421875,81,1337,peepLSTM
183,1830,0.90625,81,1337,peepLSTM
184,1840,0.90234375,81,1337,peepLSTM
185,1850,0.78515625,81,1337,peepLSTM
186,1860,0.87109375,81,1337,peepLSTM
187,1870,0.7890625,81,1337,peepLSTM
188,1880,0.7734375,81,1337,peepLSTM
189,1890,0.95703125,81,1337,peepLSTM
190,1900,0.796875,81,1337,peepLSTM
191,1910,0.87890625,81,1337,peepLSTM
192,1920,0.91015625,81,1337,peepLSTM
193,1930,0.82421875,81,1337,peepLSTM
194,1940,0.90625,81,1337,peepLSTM
195,1950,0.8828125,81,1337,peepLSTM
196,1960,0.87109375,81,1337,peepLSTM
197,1970,0.81640625,81,1337,peepLSTM
198,1980,0.88671875,81,1337,peepLSTM
199,1990,0.84375,81,1337,peepLSTM
200,2000,0.75,81,1337,peepLSTM
201,2010,0.86328125,81,1337,peepLSTM
202,2020,0.79296875,81,1337,peepLSTM
203,2030,0.66796875,81,1337,peepLSTM
204,2040,0.859375,81,1337,peepLSTM
205,2050,0.79296875,81,1337,peepLSTM
206,2060,0.7421875,81,1337,peepLSTM
207,2070,0.83984375,81,1337,peepLSTM
208,2080,0.79296875,81,1337,peepLSTM
209,2090,0.76171875,81,1337,peepLSTM
210,2100,0.828125,81,1337,peepLSTM
211,2110,0.84375,81,1337,peepLSTM
212,2120,0.7890625,81,1337,peepLSTM
213,2130,0.90234375,81,1337,peepLSTM
214,2140,0.7421875,81,1337,peepLSTM
215,2150,0.85546875,81,1337,peepLSTM
216,2160,0.859375,81,1337,peepLSTM
217,2170,0.8046875,81,1337,peepLSTM
218,2180,0.68359375,81,1337,peepLSTM
219,2190,0.8203125,81,1337,peepLSTM
220,2200,0.92578125,81,1337,peepLSTM
221,2210,0.7421875,81,1337,peepLSTM
222,2220,0.765625,81,1337,peepLSTM
223,2230,0.90234375,81,1337,peepLSTM
224,2240,0.96484375,81,1337,peepLSTM
225,2250,0.796875,81,1337,peepLSTM
226,2260,0.95703125,81,1337,peepLSTM
227,2270,0.90234375,81,1337,peepLSTM
228,2280,0.8359375,81,1337,peepLSTM
229,2290,0.9453125,81,1337,peepLSTM
230,2300,0.91796875,81,1337,peepLSTM
231,2310,0.82421875,81,1337,peepLSTM
232,2320,0.8671875,81,1337,peepLSTM
233,2330,0.87109375,81,1337,peepLSTM
234,2340,0.85546875,81,1337,peepLSTM
235,2350,0.9453125,81,1337,peepLSTM
236,2360,0.91796875,81,1337,peepLSTM
237,2370,0.84375,81,1337,peepLSTM
238,2380,0.94921875,81,1337,peepLSTM
239,2390,0.90625,81,1337,peepLSTM
240,2400,0.890625,81,1337,peepLSTM
241,2410,0.90625,81,1337,peepLSTM
242,2420,0.87109375,81,1337,peepLSTM
243,2430,0.73828125,81,1337,peepLSTM
244,2440,0.85546875,81,1337,peepLSTM
245,2450,0.875,81,1337,peepLSTM
246,2460,0.828125,81,1337,peepLSTM
247,2470,0.9140625,81,1337,peepLSTM
248,2480,0.8671875,81,1337,peepLSTM
249,2490,0.90234375,81,1337,peepLSTM
250,2500,0.94140625,81,1337,peepLSTM
251,2510,0.94140625,81,1337,peepLSTM
252,2520,0.87890625,81,1337,peepLSTM
253,2530,0.92578125,81,1337,peepLSTM
254,2540,0.8984375,81,1337,peepLSTM
255,2550,0.94140625,81,1337,peepLSTM
256,2560,0.91796875,81,1337,peepLSTM
257,2570,0.859375,81,1337,peepLSTM
258,2580,0.796875,81,1337,peepLSTM
259,2590,0.8125,81,1337,peepLSTM
260,2600,0.890625,81,1337,peepLSTM
261,2610,0.87890625,81,1337,peepLSTM
262,2620,0.8671875,81,1337,peepLSTM
263,2630,0.9296875,81,1337,peepLSTM
264,2640,0.8828125,81,1337,peepLSTM
265,2650,0.9140625,81,1337,peepLSTM
266,2660,0.8046875,81,1337,peepLSTM
267,2670,0.609375,81,1337,peepLSTM
268,2680,0.88671875,81,1337,peepLSTM
269,2690,0.9296875,81,1337,peepLSTM
270,2700,0.81640625,81,1337,peepLSTM
271,2710,0.93359375,81,1337,peepLSTM
272,2720,0.65234375,81,1337,peepLSTM
273,2730,0.97265625,81,1337,peepLSTM
274,2740,0.7578125,81,1337,peepLSTM
275,2750,0.93359375,81,1337,peepLSTM
276,2760,0.86328125,81,1337,peepLSTM
277,2770,0.734375,81,1337,peepLSTM
278,2780,0.91015625,81,1337,peepLSTM
279,2790,0.87109375,81,1337,peepLSTM
280,2800,0.8984375,81,1337,peepLSTM
281,2810,0.6171875,81,1337,peepLSTM
282,2820,0.9375,81,1337,peepLSTM
283,2830,0.81640625,81,1337,peepLSTM
284,2840,0.95703125,81,1337,peepLSTM
285,2850,0.89453125,81,1337,peepLSTM
286,2860,0.859375,81,1337,peepLSTM
287,2870,0.734375,81,1337,peepLSTM
288,2880,0.92578125,81,1337,peepLSTM
289,2890,0.90234375,81,1337,peepLSTM
290,2900,0.83984375,81,1337,peepLSTM
291,2910,0.84375,81,1337,peepLSTM
292,2920,0.91796875,81,1337,peepLSTM
293,2930,0.9140625,81,1337,peepLSTM
294,2940,0.96484375,81,1337,peepLSTM
295,2950,0.92578125,81,1337,peepLSTM
296,2960,0.85546875,81,1337,peepLSTM
297,2970,0.91015625,81,1337,peepLSTM
298,2980,0.80859375,81,1337,peepLSTM
299,2990,0.953125,81,1337,peepLSTM
300,3000,0.9453125,81,1337,peepLSTM
