,step,loss,seq_length,seed,model
0,0,0.7904906868934631,81,42,peepLSTM
1,10,0.6759745478630066,81,42,peepLSTM
2,20,0.658746600151062,81,42,peepLSTM
3,30,0.6385238766670227,81,42,peepLSTM
4,40,0.6606554388999939,81,42,peepLSTM
5,50,0.5862982869148254,81,42,peepLSTM
6,60,0.6077843308448792,81,42,peepLSTM
7,70,0.6159138083457947,81,42,peepLSTM
8,80,0.6470246911048889,81,42,peepLSTM
9,90,0.6275664567947388,81,42,peepLSTM
10,100,0.6335265636444092,81,42,peepLSTM
11,110,0.6642884612083435,81,42,peepLSTM
12,120,0.6413244009017944,81,42,peepLSTM
13,130,0.6608511805534363,81,42,peepLSTM
14,140,0.599615216255188,81,42,peepLSTM
15,150,0.612267017364502,81,42,peepLSTM
16,160,0.5938840508460999,81,42,peepLSTM
17,170,0.6474980711936951,81,42,peepLSTM
18,180,0.5647489428520203,81,42,peepLSTM
19,190,0.6575493812561035,81,42,peepLSTM
20,200,0.6584732532501221,81,42,peepLSTM
21,210,0.6706374883651733,81,42,peepLSTM
22,220,0.6176401972770691,81,42,peepLSTM
23,230,0.6356992721557617,81,42,peepLSTM
24,240,0.6301428079605103,81,42,peepLSTM
25,250,0.6415127515792847,81,42,peepLSTM
26,260,0.6333373188972473,81,42,peepLSTM
27,270,0.6185310482978821,81,42,peepLSTM
28,280,0.6403744220733643,81,42,peepLSTM
29,290,0.6177421808242798,81,42,peepLSTM
30,300,0.6846330761909485,81,42,peepLSTM
31,310,0.62822026014328,81,42,peepLSTM
32,320,0.6745718121528625,81,42,peepLSTM
33,330,0.6335249543190002,81,42,peepLSTM
34,340,0.66096431016922,81,42,peepLSTM
35,350,0.6423201560974121,81,42,peepLSTM
36,360,0.645027756690979,81,42,peepLSTM
37,370,0.6493561267852783,81,42,peepLSTM
38,380,0.6492227911949158,81,42,peepLSTM
39,390,0.6246588230133057,81,42,peepLSTM
40,400,0.657573938369751,81,42,peepLSTM
41,410,0.6306508779525757,81,42,peepLSTM
42,420,0.6787578463554382,81,42,peepLSTM
43,430,0.6587514877319336,81,42,peepLSTM
44,440,0.6053789854049683,81,42,peepLSTM
45,450,0.6164309978485107,81,42,peepLSTM
46,460,0.675064206123352,81,42,peepLSTM
47,470,0.5957235097885132,81,42,peepLSTM
48,480,0.6284289956092834,81,42,peepLSTM
49,490,0.6593117713928223,81,42,peepLSTM
50,500,0.6337308287620544,81,42,peepLSTM
51,510,0.6065834760665894,81,42,peepLSTM
52,520,0.5999825596809387,81,42,peepLSTM
53,530,0.6036071181297302,81,42,peepLSTM
54,540,0.6472173929214478,81,42,peepLSTM
55,550,0.6434621810913086,81,42,peepLSTM
56,560,0.6182589530944824,81,42,peepLSTM
57,570,0.6369830965995789,81,42,peepLSTM
58,580,0.6547250151634216,81,42,peepLSTM
59,590,0.6342044472694397,81,42,peepLSTM
60,600,0.6274543404579163,81,42,peepLSTM
61,610,0.6360278725624084,81,42,peepLSTM
62,620,0.6406686305999756,81,42,peepLSTM
63,630,0.6252472400665283,81,42,peepLSTM
64,640,0.6312395334243774,81,42,peepLSTM
65,650,0.613431990146637,81,42,peepLSTM
66,660,0.6027342081069946,81,42,peepLSTM
67,670,0.6346734762191772,81,42,peepLSTM
68,680,0.629530668258667,81,42,peepLSTM
69,690,0.620632529258728,81,42,peepLSTM
70,700,0.660298228263855,81,42,peepLSTM
71,710,0.6636556386947632,81,42,peepLSTM
72,720,0.6218352913856506,81,42,peepLSTM
73,730,0.5984808206558228,81,42,peepLSTM
74,740,0.6370600461959839,81,42,peepLSTM
75,750,0.6413246393203735,81,42,peepLSTM
76,760,0.5670952796936035,81,42,peepLSTM
77,770,0.6719887852668762,81,42,peepLSTM
78,780,0.6451003551483154,81,42,peepLSTM
79,790,0.6425290107727051,81,42,peepLSTM
80,800,0.6507605910301208,81,42,peepLSTM
81,810,0.6398068070411682,81,42,peepLSTM
82,820,0.6674059629440308,81,42,peepLSTM
83,830,0.6336529850959778,81,42,peepLSTM
84,840,0.6613721251487732,81,42,peepLSTM
85,850,0.6399867534637451,81,42,peepLSTM
86,860,0.6235443353652954,81,42,peepLSTM
87,870,0.6347905397415161,81,42,peepLSTM
88,880,0.6243659853935242,81,42,peepLSTM
89,890,0.6619051098823547,81,42,peepLSTM
90,900,0.6086881756782532,81,42,peepLSTM
91,910,0.586576521396637,81,42,peepLSTM
92,920,0.6746522784233093,81,42,peepLSTM
93,930,0.6471762657165527,81,42,peepLSTM
94,940,0.635956346988678,81,42,peepLSTM
95,950,0.6541659832000732,81,42,peepLSTM
96,960,0.6614037752151489,81,42,peepLSTM
97,970,0.6157209277153015,81,42,peepLSTM
98,980,0.6117610335350037,81,42,peepLSTM
99,990,0.658666729927063,81,42,peepLSTM
100,1000,0.6024055480957031,81,42,peepLSTM
101,1010,0.6179111003875732,81,42,peepLSTM
102,1020,0.6073678731918335,81,42,peepLSTM
103,1030,0.6893040537834167,81,42,peepLSTM
104,1040,0.6216534972190857,81,42,peepLSTM
105,1050,0.6627278923988342,81,42,peepLSTM
106,1060,0.6270405054092407,81,42,peepLSTM
107,1070,0.639372706413269,81,42,peepLSTM
108,1080,0.6100831031799316,81,42,peepLSTM
109,1090,0.6463626623153687,81,42,peepLSTM
110,1100,0.6343737840652466,81,42,peepLSTM
111,1110,0.6294341683387756,81,42,peepLSTM
112,1120,0.6396909356117249,81,42,peepLSTM
113,1130,0.5956976413726807,81,42,peepLSTM
114,1140,0.6275479793548584,81,42,peepLSTM
115,1150,0.6431596279144287,81,42,peepLSTM
116,1160,0.617301344871521,81,42,peepLSTM
117,1170,0.6590195298194885,81,42,peepLSTM
118,1180,0.6151005625724792,81,42,peepLSTM
119,1190,0.6339381337165833,81,42,peepLSTM
120,1200,0.6327472925186157,81,42,peepLSTM
121,1210,0.6512559652328491,81,42,peepLSTM
122,1220,0.6088082194328308,81,42,peepLSTM
123,1230,0.6359456777572632,81,42,peepLSTM
124,1240,0.6680178642272949,81,42,peepLSTM
125,1250,0.6237345933914185,81,42,peepLSTM
126,1260,0.664908230304718,81,42,peepLSTM
127,1270,0.5988476276397705,81,42,peepLSTM
128,1280,0.6311537027359009,81,42,peepLSTM
129,1290,0.6197183132171631,81,42,peepLSTM
130,1300,0.598850429058075,81,42,peepLSTM
131,1310,0.6783491373062134,81,42,peepLSTM
132,1320,0.6415230631828308,81,42,peepLSTM
133,1330,0.6119608283042908,81,42,peepLSTM
134,1340,0.6140186190605164,81,42,peepLSTM
135,1350,0.6260331869125366,81,42,peepLSTM
136,1360,0.6186261177062988,81,42,peepLSTM
137,1370,0.6088153123855591,81,42,peepLSTM
138,1380,0.5958189964294434,81,42,peepLSTM
139,1390,0.6436131596565247,81,42,peepLSTM
140,1400,0.615368664264679,81,42,peepLSTM
141,1410,0.6298468708992004,81,42,peepLSTM
142,1420,0.5939426422119141,81,42,peepLSTM
143,1430,0.6128302216529846,81,42,peepLSTM
144,1440,0.6133277416229248,81,42,peepLSTM
145,1450,0.5788721442222595,81,42,peepLSTM
146,1460,0.6030750870704651,81,42,peepLSTM
147,1470,0.6193707585334778,81,42,peepLSTM
148,1480,0.5967819690704346,81,42,peepLSTM
149,1490,0.6106646060943604,81,42,peepLSTM
150,1500,0.597527265548706,81,42,peepLSTM
151,1510,0.6525920629501343,81,42,peepLSTM
152,1520,0.5984880328178406,81,42,peepLSTM
153,1530,0.5401211380958557,81,42,peepLSTM
154,1540,0.6235578060150146,81,42,peepLSTM
155,1550,0.5884187817573547,81,42,peepLSTM
156,1560,0.5757488012313843,81,42,peepLSTM
157,1570,0.602992057800293,81,42,peepLSTM
158,1580,0.5506890416145325,81,42,peepLSTM
159,1590,0.5890287756919861,81,42,peepLSTM
160,1600,0.5572314262390137,81,42,peepLSTM
161,1610,0.5628466010093689,81,42,peepLSTM
162,1620,0.5801304578781128,81,42,peepLSTM
163,1630,0.5543351769447327,81,42,peepLSTM
164,1640,0.5412182211875916,81,42,peepLSTM
165,1650,0.6187356114387512,81,42,peepLSTM
166,1660,0.6030709147453308,81,42,peepLSTM
167,1670,0.6523777842521667,81,42,peepLSTM
168,1680,0.5851524472236633,81,42,peepLSTM
169,1690,0.5805168151855469,81,42,peepLSTM
170,1700,0.6810521483421326,81,42,peepLSTM
171,1710,0.5672426223754883,81,42,peepLSTM
172,1720,0.5870065093040466,81,42,peepLSTM
173,1730,0.5783259868621826,81,42,peepLSTM
174,1740,0.5212544202804565,81,42,peepLSTM
175,1750,0.525290310382843,81,42,peepLSTM
176,1760,0.5651144981384277,81,42,peepLSTM
177,1770,0.6239930987358093,81,42,peepLSTM
178,1780,0.5323548316955566,81,42,peepLSTM
179,1790,0.5822305679321289,81,42,peepLSTM
180,1800,0.6122405529022217,81,42,peepLSTM
181,1810,0.5775704979896545,81,42,peepLSTM
182,1820,0.5587621331214905,81,42,peepLSTM
183,1830,0.5073431730270386,81,42,peepLSTM
184,1840,0.5225220322608948,81,42,peepLSTM
185,1850,0.5572665929794312,81,42,peepLSTM
186,1860,0.5472169518470764,81,42,peepLSTM
187,1870,0.5716871619224548,81,42,peepLSTM
188,1880,0.6031689047813416,81,42,peepLSTM
189,1890,0.49814537167549133,81,42,peepLSTM
190,1900,0.5816532969474792,81,42,peepLSTM
191,1910,0.5878807306289673,81,42,peepLSTM
192,1920,0.5343218445777893,81,42,peepLSTM
193,1930,0.5229774713516235,81,42,peepLSTM
194,1940,0.5140960216522217,81,42,peepLSTM
195,1950,0.48248225450515747,81,42,peepLSTM
196,1960,0.5884043574333191,81,42,peepLSTM
197,1970,0.4844540059566498,81,42,peepLSTM
198,1980,0.5029303431510925,81,42,peepLSTM
199,1990,0.6508446931838989,81,42,peepLSTM
200,2000,0.4842592477798462,81,42,peepLSTM
201,2010,0.6247046589851379,81,42,peepLSTM
202,2020,0.5040460824966431,81,42,peepLSTM
203,2030,0.5351930856704712,81,42,peepLSTM
204,2040,0.514725923538208,81,42,peepLSTM
205,2050,0.5055549144744873,81,42,peepLSTM
206,2060,0.670423686504364,81,42,peepLSTM
207,2070,0.5195329785346985,81,42,peepLSTM
208,2080,0.564115047454834,81,42,peepLSTM
209,2090,0.49560514092445374,81,42,peepLSTM
210,2100,0.5628986954689026,81,42,peepLSTM
211,2110,0.4600240886211395,81,42,peepLSTM
212,2120,0.5085915923118591,81,42,peepLSTM
213,2130,0.6702548265457153,81,42,peepLSTM
214,2140,0.5216935276985168,81,42,peepLSTM
215,2150,0.5054557919502258,81,42,peepLSTM
216,2160,0.48546820878982544,81,42,peepLSTM
217,2170,0.46737319231033325,81,42,peepLSTM
218,2180,0.513036847114563,81,42,peepLSTM
219,2190,0.5366709232330322,81,42,peepLSTM
220,2200,0.5812704563140869,81,42,peepLSTM
221,2210,0.5050040483474731,81,42,peepLSTM
222,2220,0.6880748271942139,81,42,peepLSTM
223,2230,0.5429710745811462,81,42,peepLSTM
224,2240,0.5018762350082397,81,42,peepLSTM
225,2250,0.4415839910507202,81,42,peepLSTM
226,2260,0.5671322345733643,81,42,peepLSTM
227,2270,0.5594543814659119,81,42,peepLSTM
228,2280,0.6089017391204834,81,42,peepLSTM
229,2290,0.4799242615699768,81,42,peepLSTM
230,2300,0.4589292109012604,81,42,peepLSTM
231,2310,0.519635021686554,81,42,peepLSTM
232,2320,0.4575151801109314,81,42,peepLSTM
233,2330,0.5324604511260986,81,42,peepLSTM
234,2340,0.5878884196281433,81,42,peepLSTM
235,2350,0.6440330147743225,81,42,peepLSTM
236,2360,0.5329271554946899,81,42,peepLSTM
237,2370,0.4997781217098236,81,42,peepLSTM
238,2380,0.4614424705505371,81,42,peepLSTM
239,2390,0.6223108768463135,81,42,peepLSTM
240,2400,0.4883507192134857,81,42,peepLSTM
241,2410,0.521128237247467,81,42,peepLSTM
242,2420,0.5040898323059082,81,42,peepLSTM
243,2430,0.47865787148475647,81,42,peepLSTM
244,2440,0.46606123447418213,81,42,peepLSTM
245,2450,0.4309277832508087,81,42,peepLSTM
246,2460,0.5477079749107361,81,42,peepLSTM
247,2470,0.4687773883342743,81,42,peepLSTM
248,2480,0.44427943229675293,81,42,peepLSTM
249,2490,0.5168880820274353,81,42,peepLSTM
250,2500,0.43479037284851074,81,42,peepLSTM
251,2510,0.5025597810745239,81,42,peepLSTM
252,2520,0.4700663089752197,81,42,peepLSTM
253,2530,0.4607839584350586,81,42,peepLSTM
254,2540,0.4519684910774231,81,42,peepLSTM
255,2550,0.46002742648124695,81,42,peepLSTM
256,2560,0.5623497366905212,81,42,peepLSTM
257,2570,0.4689604341983795,81,42,peepLSTM
258,2580,0.4557859003543854,81,42,peepLSTM
259,2590,0.4238405227661133,81,42,peepLSTM
260,2600,0.4874248206615448,81,42,peepLSTM
261,2610,0.5007283687591553,81,42,peepLSTM
262,2620,0.46301859617233276,81,42,peepLSTM
263,2630,0.41050663590431213,81,42,peepLSTM
264,2640,0.4763583540916443,81,42,peepLSTM
265,2650,0.4500206410884857,81,42,peepLSTM
266,2660,0.4406443238258362,81,42,peepLSTM
267,2670,0.5199084281921387,81,42,peepLSTM
268,2680,0.44208842515945435,81,42,peepLSTM
269,2690,0.5502798557281494,81,42,peepLSTM
270,2700,0.46466684341430664,81,42,peepLSTM
271,2710,0.48711463809013367,81,42,peepLSTM
272,2720,0.4380616843700409,81,42,peepLSTM
273,2730,0.464395672082901,81,42,peepLSTM
274,2740,0.45311933755874634,81,42,peepLSTM
275,2750,0.4365672171115875,81,42,peepLSTM
276,2760,0.4829751253128052,81,42,peepLSTM
277,2770,0.41243109107017517,81,42,peepLSTM
278,2780,0.49691349267959595,81,42,peepLSTM
279,2790,0.45489418506622314,81,42,peepLSTM
280,2800,0.4955177903175354,81,42,peepLSTM
281,2810,0.45790114998817444,81,42,peepLSTM
282,2820,0.47126761078834534,81,42,peepLSTM
283,2830,0.4387395679950714,81,42,peepLSTM
284,2840,0.5220006108283997,81,42,peepLSTM
285,2850,0.423155814409256,81,42,peepLSTM
286,2860,0.4278533458709717,81,42,peepLSTM
287,2870,0.4359075129032135,81,42,peepLSTM
288,2880,0.4638778865337372,81,42,peepLSTM
289,2890,0.5694050788879395,81,42,peepLSTM
290,2900,0.4848933517932892,81,42,peepLSTM
291,2910,0.44103512167930603,81,42,peepLSTM
292,2920,0.4913279712200165,81,42,peepLSTM
293,2930,0.5321750044822693,81,42,peepLSTM
294,2940,0.6966329216957092,81,42,peepLSTM
295,2950,0.41597145795822144,81,42,peepLSTM
296,2960,0.4121067523956299,81,42,peepLSTM
297,2970,0.4275106191635132,81,42,peepLSTM
298,2980,0.588830828666687,81,42,peepLSTM
299,2990,0.39809316396713257,81,42,peepLSTM
300,3000,0.45016705989837646,81,42,peepLSTM
