,step,acc,seq_length,seed,model
93,930,0.95703125,41,1994,LSTM
94,940,0.92578125,41,1994,LSTM
95,950,0.89453125,41,1994,LSTM
96,960,0.9765625,41,1994,LSTM
97,970,0.94921875,41,1994,LSTM
98,980,0.96875,41,1994,LSTM
99,990,0.8984375,41,1994,LSTM
100,1000,0.97265625,41,1994,LSTM
101,1010,0.90234375,41,1994,LSTM
102,1020,0.90234375,41,1994,LSTM
103,1030,0.83203125,41,1994,LSTM
104,1040,0.95703125,41,1994,LSTM
105,1050,0.9609375,41,1994,LSTM
106,1060,0.96875,41,1994,LSTM
107,1070,0.98046875,41,1994,LSTM
108,1080,0.9765625,41,1994,LSTM
109,1090,0.984375,41,1994,LSTM
110,1100,0.87109375,41,1994,LSTM
111,1110,0.98046875,41,1994,LSTM
112,1120,0.9765625,41,1994,LSTM
113,1130,0.97265625,41,1994,LSTM
114,1140,0.9921875,41,1994,LSTM
115,1150,0.96484375,41,1994,LSTM
116,1160,0.99609375,41,1994,LSTM
117,1170,0.94921875,41,1994,LSTM
118,1180,0.99609375,41,1994,LSTM
119,1190,0.98828125,41,1994,LSTM
120,1200,0.9921875,41,1994,LSTM
121,1210,0.98828125,41,1994,LSTM
122,1220,0.99609375,41,1994,LSTM
123,1230,0.9921875,41,1994,LSTM
124,1240,1.0,41,1994,LSTM
125,1250,0.97265625,41,1994,LSTM
126,1260,0.98828125,41,1994,LSTM
127,1270,0.9921875,41,1994,LSTM
128,1280,0.98046875,41,1994,LSTM
129,1290,0.98046875,41,1994,LSTM
130,1300,0.92578125,41,1994,LSTM
131,1310,0.984375,41,1994,LSTM
132,1320,0.89453125,41,1994,LSTM
133,1330,0.984375,41,1994,LSTM
134,1340,0.9140625,41,1994,LSTM
135,1350,0.98828125,41,1994,LSTM
136,1360,0.99609375,41,1994,LSTM
137,1370,0.9921875,41,1994,LSTM
138,1380,0.9921875,41,1994,LSTM
139,1390,1.0,41,1994,LSTM
140,1400,0.9453125,41,1994,LSTM
141,1410,1.0,41,1994,LSTM
142,1420,0.7265625,41,1994,LSTM
143,1430,0.9921875,41,1994,LSTM
144,1440,0.99609375,41,1994,LSTM
145,1450,1.0,41,1994,LSTM
146,1460,0.9921875,41,1994,LSTM
147,1470,1.0,41,1994,LSTM
148,1480,1.0,41,1994,LSTM
149,1490,1.0,41,1994,LSTM
150,1500,1.0,41,1994,LSTM
151,1510,0.99609375,41,1994,LSTM
152,1520,0.99609375,41,1994,LSTM
153,1530,1.0,41,1994,LSTM
154,1540,1.0,41,1994,LSTM
155,1550,0.99609375,41,1994,LSTM
156,1560,1.0,41,1994,LSTM
157,1570,0.99609375,41,1994,LSTM
158,1580,1.0,41,1994,LSTM
159,1590,1.0,41,1994,LSTM
160,1600,1.0,41,1994,LSTM
161,1610,1.0,41,1994,LSTM
162,1620,1.0,41,1994,LSTM
163,1630,1.0,41,1994,LSTM
164,1640,1.0,41,1994,LSTM
165,1650,0.99609375,41,1994,LSTM
166,1660,0.9921875,41,1994,LSTM
167,1670,1.0,41,1994,LSTM
168,1680,0.9921875,41,1994,LSTM
169,1690,0.89453125,41,1994,LSTM
170,1700,1.0,41,1994,LSTM
171,1710,1.0,41,1994,LSTM
172,1720,1.0,41,1994,LSTM
173,1730,0.99609375,41,1994,LSTM
174,1740,1.0,41,1994,LSTM
175,1750,1.0,41,1994,LSTM
176,1760,1.0,41,1994,LSTM
177,1770,1.0,41,1994,LSTM
178,1780,0.99609375,41,1994,LSTM
179,1790,1.0,41,1994,LSTM
180,1800,0.99609375,41,1994,LSTM
181,1810,1.0,41,1994,LSTM
182,1820,0.99609375,41,1994,LSTM
183,1830,0.99609375,41,1994,LSTM
184,1840,1.0,41,1994,LSTM
185,1850,1.0,41,1994,LSTM
186,1860,0.99609375,41,1994,LSTM
187,1870,0.9921875,41,1994,LSTM
188,1880,1.0,41,1994,LSTM
189,1890,1.0,41,1994,LSTM
190,1900,1.0,41,1994,LSTM
191,1910,0.99609375,41,1994,LSTM
192,1920,0.9921875,41,1994,LSTM
193,1930,1.0,41,1994,LSTM
194,1940,1.0,41,1994,LSTM
195,1950,0.98046875,41,1994,LSTM
196,1960,1.0,41,1994,LSTM
197,1970,1.0,41,1994,LSTM
198,1980,1.0,41,1994,LSTM
199,1990,1.0,41,1994,LSTM
200,2000,1.0,41,1994,LSTM
201,2010,1.0,41,1994,LSTM
202,2020,1.0,41,1994,LSTM
203,2030,1.0,41,1994,LSTM
204,2040,1.0,41,1994,LSTM
205,2050,1.0,41,1994,LSTM
206,2060,1.0,41,1994,LSTM
207,2070,1.0,41,1994,LSTM
208,2080,1.0,41,1994,LSTM
209,2090,1.0,41,1994,LSTM
210,2100,1.0,41,1994,LSTM
211,2110,1.0,41,1994,LSTM
212,2120,1.0,41,1994,LSTM
213,2130,1.0,41,1994,LSTM
214,2140,1.0,41,1994,LSTM
215,2150,1.0,41,1994,LSTM
216,2160,1.0,41,1994,LSTM
217,2170,1.0,41,1994,LSTM
218,2180,1.0,41,1994,LSTM
219,2190,1.0,41,1994,LSTM
220,2200,1.0,41,1994,LSTM
221,2210,0.9921875,41,1994,LSTM
222,2220,1.0,41,1994,LSTM
223,2230,1.0,41,1994,LSTM
224,2240,1.0,41,1994,LSTM
225,2250,1.0,41,1994,LSTM
226,2260,1.0,41,1994,LSTM
227,2270,1.0,41,1994,LSTM
228,2280,1.0,41,1994,LSTM
229,2290,1.0,41,1994,LSTM
230,2300,1.0,41,1994,LSTM
231,2310,1.0,41,1994,LSTM
232,2320,1.0,41,1994,LSTM
233,2330,1.0,41,1994,LSTM
234,2340,1.0,41,1994,LSTM
235,2350,1.0,41,1994,LSTM
236,2360,1.0,41,1994,LSTM
237,2370,1.0,41,1994,LSTM
238,2380,1.0,41,1994,LSTM
239,2390,1.0,41,1994,LSTM
240,2400,1.0,41,1994,LSTM
241,2410,1.0,41,1994,LSTM
242,2420,0.99609375,41,1994,LSTM
243,2430,1.0,41,1994,LSTM
244,2440,1.0,41,1994,LSTM
245,2450,1.0,41,1994,LSTM
246,2460,1.0,41,1994,LSTM
247,2470,1.0,41,1994,LSTM
248,2480,1.0,41,1994,LSTM
249,2490,1.0,41,1994,LSTM
250,2500,1.0,41,1994,LSTM
251,2510,1.0,41,1994,LSTM
252,2520,1.0,41,1994,LSTM
253,2530,0.99609375,41,1994,LSTM
254,2540,1.0,41,1994,LSTM
255,2550,1.0,41,1994,LSTM
256,2560,1.0,41,1994,LSTM
257,2570,1.0,41,1994,LSTM
258,2580,1.0,41,1994,LSTM
259,2590,1.0,41,1994,LSTM
260,2600,1.0,41,1994,LSTM
261,2610,0.9765625,41,1994,LSTM
262,2620,1.0,41,1994,LSTM
263,2630,1.0,41,1994,LSTM
264,2640,1.0,41,1994,LSTM
265,2650,1.0,41,1994,LSTM
266,2660,1.0,41,1994,LSTM
267,2670,1.0,41,1994,LSTM
268,2680,1.0,41,1994,LSTM
269,2690,1.0,41,1994,LSTM
270,2700,1.0,41,1994,LSTM
271,2710,1.0,41,1994,LSTM
272,2720,1.0,41,1994,LSTM
273,2730,1.0,41,1994,LSTM
274,2740,1.0,41,1994,LSTM
275,2750,1.0,41,1994,LSTM
276,2760,1.0,41,1994,LSTM
277,2770,1.0,41,1994,LSTM
278,2780,1.0,41,1994,LSTM
279,2790,1.0,41,1994,LSTM
280,2800,1.0,41,1994,LSTM
281,2810,1.0,41,1994,LSTM
282,2820,1.0,41,1994,LSTM
283,2830,1.0,41,1994,LSTM
284,2840,1.0,41,1994,LSTM
285,2850,1.0,41,1994,LSTM
286,2860,1.0,41,1994,LSTM
287,2870,1.0,41,1994,LSTM
288,2880,1.0,41,1994,LSTM
289,2890,1.0,41,1994,LSTM
290,2900,1.0,41,1994,LSTM
291,2910,1.0,41,1994,LSTM
292,2920,1.0,41,1994,LSTM
293,2930,1.0,41,1994,LSTM
294,2940,1.0,41,1994,LSTM
295,2950,1.0,41,1994,LSTM
296,2960,1.0,41,1994,LSTM
297,2970,1.0,41,1994,LSTM
298,2980,1.0,41,1994,LSTM
299,2990,1.0,41,1994,LSTM
300,3000,1.0,41,1994,LSTM
